object_name,sectors,ownership_level,service_scale,object_type,process_criticality,critical_process_count,interaction_count,continuous_operation,scada_used,classified_info,life_health_applicable,life_health_level,life_support_applicable,life_support_level,transport_applicable,transport_level,communications_applicable,communications_level,government_service_applicable,government_service_level,government_function_applicable,government_function_level,international_treaty_applicable,international_treaty_level,entity_income_loss_applicable,entity_income_loss_level,federal_budget_loss_applicable,federal_budget_loss_level,financial_market_applicable,financial_market_level,environment_applicable,environment_level,control_center_applicable,control_center_level,defense_order_applicable,defense_order_level,defense_security_system_applicable,defense_security_system_level,category_level,significance_score
ИС Финансовый рынок #3532,finance,private,local,information_system,8,10,12,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,3,90
Сервис Оборонная промышленность #3533,defense,regional,regional,information_system,3,3,6,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,3,True,3,True,2,3,100
Контур Связь #3534,communications,private,regional,process_control_system,4,7,26,True,True,False,False,0,True,1,False,0,True,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,97
Платформа Энергетика #3535,energy,federal,intersectoral,information_system,10,3,52,True,False,False,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,1,32
ИС Транспорт #3536,transport|finance,federal,local,information_system,5,1,15,False,False,True,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,3,100
Подсистема Связь #3537,communications|energy,regional,regional,information_system,8,6,36,True,False,True,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,2,False,0,False,0,False,0,True,0,False,0,False,0,3,100
Подсистема Оборонная промышленность #3538,defense,municipal,federal,information_system,7,3,2,True,False,True,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,True,3,True,2,True,2,3,100
Контур Здравоохранение #3539,health,municipal,regional,telecom_network,6,1,22,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,3,90
АСУ Связь #3540,communications,regional,intersectoral,telecom_network,5,1,41,False,True,False,False,0,True,2,False,0,True,3,True,2,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,3,100
АСУ Здравоохранение #3541,health,regional,regional,information_system,2,4,5,False,False,False,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,1,32
АСУ Металлургическая промышленность #3542,metallurgy|finance,federal,regional,information_system,6,2,14,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,True,2,False,0,False,0,False,0,2,72
Контур ТЭК #3543,fuel_energy,regional,local,process_control_system,5,6,19,False,True,False,True,2,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
Платформа Химическая промышленность #3544,chemistry,regional,regional,information_system,7,4,13,False,False,False,True,3,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,True,3,False,0,False,0,False,0,3,100
Подсистема Транспорт #3545,transport,federal,local,process_control_system,7,7,42,True,True,False,True,3,True,2,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,1,False,0,False,0,3,100
Подсистема Связь #3546,communications,regional,local,information_system,4,1,22,False,False,True,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
Контур Здравоохранение #3547,health,regional,local,information_system,7,7,47,True,False,True,True,3,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Подсистема Энергетика #3548,energy,regional,regional,information_system,6,5,28,True,False,False,True,1,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,2,68
Сервис Ракетно-космическая промышленность #3549,space,municipal,local,information_system,7,4,44,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,True,2,True,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
АСУ Наука #3550,science,regional,regional,information_system,3,3,14,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,2,61
ИС Финансовый рынок #3551,finance,private,local,information_system,4,6,9,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,True,3,False,0,False,0,False,0,False,0,3,100
Подсистема Финансовый рынок #3552,finance,regional,federal,process_control_system,8,9,38,False,True,False,False,0,False,0,False,0,False,0,False,0,True,0,False,0,True,3,False,0,True,3,False,0,False,0,False,0,False,0,3,100
Контур Атомная энергия #3553,nuclear|defense,regional,federal,information_system,9,4,54,True,False,True,True,1,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,3,False,0,True,3,True,0,3,100
Контур Металлургическая промышленность #3554,metallurgy,municipal,local,process_control_system,6,7,26,False,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,0,0
Сервис Энергетика #3555,energy,private,federal,information_system,7,1,50,False,False,False,True,3,True,3,False,0,False,0,False,0,False,0,False,0,True,1,True,1,False,0,False,0,True,3,False,0,False,0,3,100
Платформа Атомная энергия #3556,nuclear,regional,regional,information_system,9,10,52,True,True,False,True,2,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,True,2,False,0,False,0,False,0,2,79
Контур ТЭК #3557,fuel_energy|science,federal,federal,information_system,7,9,27,False,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,2,61
АСУ Госрегистрация прав #3558,real_estate,federal,federal,information_system,4,3,29,False,False,True,False,0,False,0,False,0,False,0,True,2,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,68
Подсистема Ракетно-космическая промышленность #3559,space|energy,regional,local,information_system,2,1,19,False,False,False,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,True,2,True,2,False,0,2,90
Сервис Наука #3560,science|nuclear|real_estate,private,regional,information_system,2,1,10,False,False,True,False,0,True,2,False,0,False,0,True,1,False,0,False,0,True,2,False,0,False,0,True,3,False,0,False,0,False,0,3,100
АСУ Госрегистрация прав #3561,real_estate,regional,federal,information_system,2,1,26,False,False,True,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Платформа Связь #3562,communications,regional,regional,process_control_system,6,3,45,True,True,False,True,0,True,1,False,0,True,1,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,2,82
Платформа Финансовый рынок #3563,finance|science|space,regional,regional,process_control_system,4,4,14,False,True,False,False,0,True,2,False,0,False,0,False,0,False,0,True,0,False,0,False,0,True,2,False,0,True,2,False,0,True,0,2,83
АСУ Ракетно-космическая промышленность #3564,space|defense,regional,regional,information_system,10,1,60,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,True,2,2,61
Подсистема Здравоохранение #3565,health,federal,regional,process_control_system,8,10,16,True,True,False,True,3,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,3,100
Сервис Здравоохранение #3566,health,municipal,intersectoral,telecom_network,7,9,47,True,False,False,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Сервис Связь #3567,communications,federal,local,information_system,9,5,58,True,True,False,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,3,97
Сервис Здравоохранение #3568,health|energy,private,federal,telecom_network,7,9,16,True,True,True,True,3,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Подсистема Оборонная промышленность #3569,defense,regional,federal,information_system,7,2,24,False,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,True,3,True,1,3,100
АСУ Ракетно-космическая промышленность #3570,space|health,regional,local,process_control_system,7,7,47,True,True,False,True,3,False,0,False,0,False,0,True,0,False,0,False,0,True,0,False,0,False,0,False,0,True,1,True,1,True,2,3,100
Контур Здравоохранение #3571,health|defense|finance,federal,local,information_system,4,5,12,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,3,False,0,True,1,True,2,True,2,3,100
АСУ Атомная энергия #3572,nuclear|metallurgy,municipal,local,telecom_network,2,2,14,False,False,True,True,3,True,3,False,0,False,0,False,0,False,0,False,0,True,0,False,0,True,2,True,2,False,0,False,0,False,0,3,100
Платформа Финансовый рынок #3573,finance,regional,federal,information_system,5,5,35,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,3,90
АСУ Наука #3574,science,federal,federal,process_control_system,10,8,36,True,True,True,False,0,True,3,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
ИС Энергетика #3575,energy,federal,local,information_system,4,6,15,False,False,False,True,3,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,3,100
ИС Атомная энергия #3576,nuclear|finance,regional,regional,information_system,3,4,29,True,False,False,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,0,False,0,False,0,False,0,3,90
Подсистема Госрегистрация прав #3577,real_estate|communications,private,local,information_system,6,2,22,True,False,False,False,0,True,2,False,0,True,0,True,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,3,100
Платформа ТЭК #3578,fuel_energy|energy,private,federal,information_system,5,3,35,False,False,False,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,True,3,3,100
ИС Транспорт #3579,transport,regional,local,information_system,1,1,21,False,False,False,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,True,2,2,75
АСУ Металлургическая промышленность #3580,metallurgy|finance,regional,local,information_system,9,7,19,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,0,True,2,False,0,False,0,3,100
Подсистема ТЭК #3581,fuel_energy|finance,federal,regional,information_system,7,1,26,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,True,3,False,0,False,0,False,0,False,0,3,100
Контур Госрегистрация прав #3582,real_estate|health,federal,regional,telecom_network,10,7,48,True,False,True,True,0,True,3,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
Подсистема Связь #3583,communications,municipal,federal,telecom_network,6,9,12,True,False,True,False,0,True,3,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
АСУ Наука #3584,science,municipal,regional,information_system,1,2,20,True,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,1,32
Контур Финансовый рынок #3585,finance,municipal,regional,information_system,7,2,20,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,True,3,True,3,False,0,False,0,False,0,False,0,3,100
Контур Ракетно-космическая промышленность #3586,space,municipal,local,information_system,8,10,13,True,False,False,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,True,2,3,100
Подсистема Металлургическая промышленность #3587,metallurgy,municipal,regional,telecom_network,9,10,4,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,True,0,False,0,True,1,False,0,False,0,False,0,2,68
Сервис Транспорт #3588,transport,regional,local,information_system,5,5,42,False,False,True,False,0,True,1,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,97
ИС Горнодобывающая промышленность #3589,mining|communications,municipal,local,telecom_network,8,3,21,True,False,False,False,0,True,1,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,2,False,0,False,0,3,100
Контур Энергетика #3590,energy,regional,federal,process_control_system,9,6,19,False,True,True,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Подсистема Связь #3591,communications,private,local,information_system,3,5,19,True,True,True,True,3,True,3,False,0,True,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,3,100
ИС Металлургическая промышленность #3592,metallurgy,private,local,information_system,7,8,46,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,True,2,False,0,False,0,2,61
Сервис Ракетно-космическая промышленность #3593,space,private,regional,information_system,1,4,18,True,False,False,False,0,True,2,False,0,False,0,False,0,False,0,True,2,False,0,True,0,False,0,False,0,False,0,False,0,True,0,2,72
Сервис Здравоохранение #3594,health|fuel_energy|finance,private,local,telecom_network,7,5,12,False,False,False,True,2,False,0,False,0,False,0,True,3,False,0,False,0,True,3,False,0,True,0,False,0,False,0,False,0,False,0,3,100
АСУ Здравоохранение #3595,health,regional,intersectoral,telecom_network,6,4,9,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Сервис Транспорт #3596,transport|science,regional,federal,information_system,4,4,16,True,True,False,True,1,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,68
ИС Энергетика #3597,energy,municipal,local,process_control_system,8,7,39,False,True,False,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
Платформа Наука #3598,science,federal,regional,information_system,4,7,14,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,2,61
Платформа Энергетика #3599,energy|health,municipal,federal,telecom_network,4,4,17,False,True,False,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,True,1,False,0,False,0,False,0,2,75
Платформа Металлургическая промышленность #3600,metallurgy,municipal,regional,information_system,1,4,15,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,True,0,False,0,False,0,False,0,0,0
Сервис Связь #3601,communications,municipal,regional,information_system,8,5,42,True,False,False,False,0,True,3,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
АСУ Наука #3602,science,private,regional,process_control_system,4,1,27,False,True,False,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,0,0
Подсистема Связь #3603,communications,regional,regional,information_system,8,5,7,True,False,False,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,2,3,100
Платформа Горнодобывающая промышленность #3604,mining|communications,private,regional,information_system,3,2,24,True,False,True,False,0,False,0,False,0,True,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
АСУ ТЭК #3605,fuel_energy,municipal,local,information_system,9,5,13,True,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,0,False,0,False,0,False,0,3,90
АСУ Горнодобывающая промышленность #3606,mining,municipal,local,telecom_network,8,11,19,True,False,True,True,3,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,2,False,0,False,0,False,0,False,0,False,0,3,100
Подсистема Транспорт #3607,transport,municipal,regional,process_control_system,2,4,25,False,True,False,True,1,True,2,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,True,0,False,0,False,0,2,75
Подсистема Химическая промышленность #3608,chemistry|transport,federal,local,information_system,6,7,32,True,False,False,True,2,True,2,True,0,False,0,False,0,False,0,False,0,True,1,True,3,False,0,True,3,False,0,False,0,False,0,3,100
АСУ Транспорт #3609,transport,federal,federal,telecom_network,3,4,7,True,False,False,True,1,False,0,True,2,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,75
Подсистема Транспорт #3610,transport,regional,local,information_system,8,4,43,False,False,False,True,1,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,1,39
АСУ Транспорт #3611,transport,municipal,regional,process_control_system,5,2,25,False,True,False,False,0,True,0,True,2,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,True,3,False,0,False,0,3,100
ИС Ракетно-космическая промышленность #3612,space,regional,local,information_system,10,3,7,True,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,1,32
Платформа Транспорт #3613,transport,federal,federal,telecom_network,4,3,25,True,False,False,False,0,False,0,True,1,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,68
Контур Наука #3614,science,private,local,telecom_network,5,2,14,False,False,False,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Контур Энергетика #3615,energy|science,municipal,local,telecom_network,9,1,19,True,False,False,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,3,90
Подсистема Госрегистрация прав #3616,real_estate,municipal,intersectoral,information_system,6,8,15,True,False,True,False,0,False,0,False,0,False,0,True,2,True,3,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
Подсистема Наука #3617,science,regional,federal,process_control_system,5,8,10,True,True,False,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Платформа Металлургическая промышленность #3618,metallurgy,private,local,process_control_system,5,1,19,True,True,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,1,32
Контур Металлургическая промышленность #3619,metallurgy,regional,local,information_system,7,6,52,True,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Подсистема Ракетно-космическая промышленность #3620,space,private,local,process_control_system,7,6,44,True,True,False,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,True,2,False,0,True,1,2,86
Платформа ТЭК #3621,fuel_energy,regional,local,telecom_network,8,10,32,True,True,False,True,2,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,True,3,3,100
ИС ТЭК #3622,fuel_energy,regional,regional,information_system,9,5,40,False,False,False,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Контур Наука #3623,science,private,regional,process_control_system,7,10,7,True,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Платформа Связь #3624,communications,regional,regional,telecom_network,4,3,32,False,False,False,False,0,True,2,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
Платформа Связь #3625,communications|science,federal,local,process_control_system,8,10,35,True,True,False,False,0,False,0,False,0,True,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,3,100
Подсистема Связь #3626,communications|finance,municipal,regional,process_control_system,7,9,18,True,True,True,False,0,True,3,False,0,True,3,False,0,True,3,False,0,False,0,False,0,True,0,True,2,False,0,False,0,False,0,3,100
Подсистема Горнодобывающая промышленность #3627,mining|health,federal,local,telecom_network,9,12,14,False,False,False,True,2,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,True,0,False,0,False,0,False,0,2,72
Платформа Наука #3628,science|chemistry,municipal,intersectoral,information_system,8,1,26,True,False,False,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,True,1,False,0,False,0,False,0,3,97
Подсистема Наука #3629,science,regional,local,telecom_network,7,9,7,False,False,False,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
АСУ Горнодобывающая промышленность #3630,mining,federal,federal,information_system,7,4,26,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Контур Финансовый рынок #3631,finance,regional,local,information_system,1,4,7,False,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
ИС Энергетика #3632,energy,federal,federal,information_system,5,5,30,True,True,False,False,0,True,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,1,32
Сервис Связь #3633,communications,municipal,local,process_control_system,9,11,48,True,True,False,False,0,True,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,True,3,3,100
Контур Химическая промышленность #3634,chemistry|defense,municipal,local,telecom_network,7,8,19,False,False,True,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,0,False,0,True,0,1,32
Контур Горнодобывающая промышленность #3635,mining|finance|communications,municipal,local,process_control_system,1,1,3,False,True,False,False,0,False,0,False,0,True,3,True,3,False,0,False,0,True,2,True,1,True,0,True,1,True,1,False,0,False,0,3,100
Платформа Транспорт #3636,transport,private,local,information_system,6,4,38,True,False,False,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,3,90
ИС Наука #3637,science,federal,intersectoral,information_system,6,9,26,True,False,False,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,61
ИС ТЭК #3638,fuel_energy|finance,private,federal,information_system,7,2,44,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,3,False,0,False,0,False,0,False,0,3,100
Платформа Здравоохранение #3639,health,regional,intersectoral,telecom_network,4,7,13,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Подсистема Госрегистрация прав #3640,real_estate,regional,federal,information_system,4,7,4,True,False,False,False,0,False,0,False,0,True,1,True,1,True,3,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
Платформа Наука #3641,science,regional,local,process_control_system,5,2,26,True,True,True,True,1,False,0,False,0,False,0,True,1,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,2,75
АСУ Энергетика #3642,energy,municipal,local,information_system,7,3,46,False,False,False,True,1,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,False,0,3,100
Сервис ТЭК #3643,fuel_energy,municipal,regional,telecom_network,6,2,3,True,False,False,False,0,True,3,False,0,True,0,True,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,3,100
Подсистема Наука #3644,science,regional,intersectoral,telecom_network,1,3,22,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
Сервис ТЭК #3645,fuel_energy|communications,regional,federal,telecom_network,1,1,15,False,False,False,False,0,False,0,False,0,True,3,True,1,False,0,False,0,True,1,False,0,False,0,True,3,True,3,False,0,True,0,3,100
Контур Финансовый рынок #3646,finance|energy,municipal,local,process_control_system,7,7,31,True,True,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,True,3,False,0,False,0,3,100
АСУ ТЭК #3647,fuel_energy,federal,federal,information_system,7,2,49,False,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,True,1,False,0,False,0,False,0,2,68
Подсистема Связь #3648,communications,regional,federal,information_system,7,4,25,True,False,True,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Сервис Химическая промышленность #3649,chemistry|nuclear,federal,federal,information_system,5,4,3,True,False,True,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,True,0,False,0,False,0,False,0,2,68
Сервис Связь #3650,communications,municipal,local,telecom_network,6,5,10,False,False,False,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
Сервис Металлургическая промышленность #3651,metallurgy,private,local,information_system,6,3,35,True,False,False,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,0
ИС Связь #3652,communications,federal,intersectoral,information_system,6,6,18,True,False,False,False,0,False,0,False,0,True,2,True,2,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
Подсистема ТЭК #3653,fuel_energy,regional,local,information_system,4,6,30,True,False,False,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,False,0,False,0,1,32
Подсистема Здравоохранение #3654,health,federal,federal,information_system,10,13,62,True,False,True,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,90
АСУ Связь #3655,communications|transport,regional,local,information_system,8,11,27,True,False,False,True,3,True,3,True,1,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2,False,0,False,0,3,100
Подсистема Ракетно-космическая промышленность #3656,space|energy,federal,local,information_system,6,6,21,True,False,False,False,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,True,1,3,100
АСУ Энергетика #3657,energy,regional,intersectoral,information_system,5,5,25,True,False,False,True,1,True,3,False,0,False,0,False,0,True,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,3,97
ИС Горнодобывающая промышленность #3658,mining,municipal,regional,information_system,1,4,6,True,True,False,True,3,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,True,1,False,0,False,0,False,0,3,100
Подсистема Транспорт #3659,transport|finance,federal,local,process_control_system,6,7,31,True,True,False,True,2,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,True,1,False,0,True,1,False,0,False,0,2,82
Подсистема Связь #3660,communications,municipal,federal,information_system,8,11,8,True,False,True,False,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,2,61
ИС Связь #3661,communications,regional,regional,process_control_system,5,3,14,True,True,False,True,3,True,2,False,0,True,3,False,0,False,0,True,2,False,0,False,0,False,0,False,0,True,2,False,0,True,3,3,100
ИС Химическая промышленность #3662,chemistry,private,local,process_control_system,9,1,7,True,True,False,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,False,0,False,0,3,100
Платформа Энергетика #3663,energy,private,regional,information_system,6,8,12,True,False,False,False,0,True,3,False,0,False,0,True,3,False,0,False,0,True,1,True,3,False,0,False,0,False,0,False,0,False,0,3,100
Сервис Горнодобывающая промышленность #3664,mining|real_estate|communications,federal,local,information_system,6,2,39,True,False,False,False,0,False,0,False,0,True,3,True,3,True,0,True,3,False,0,False,0,False,0,False,0,False,0,False,0,False,0,3,100
АСУ Здравоохранение #3665,health|finance,regional,regional,process_control_system,8,9,28,True,True,False,True,0,False,0,False,0,False,0,False,0,False,0,False,0,True,3,False,0,True,0,False,0,False,0,False,0,False,0,3,90
